rxn_smiles,barrier
[O:1]1[CH2:2][CH2:3][O:4][C@@H:5]2[CH2:6][C@H:7]12>>[O:1]=[CH:2][CH2:3][O:4][CH:5]1[CH:6]=[CH:7]1.[H:8][H:9],91.13749
[C@@H:1]12[O:2][CH2:3][CH2:4][O:5][C@@H:6]1[CH2:7]2>>[CH-:1]=[O+:2][CH2:3][CH2:4][O:5][CH:6]=[CH2:7],54.97904000000001
[CH2:1]1[C@@H:2]2[C@H:3]1[O:4][CH2:5][CH2:6][O:7]2>>[CH3:1][C@H:2]1[CH:3]=[O+:4][CH-:5][CH2:6][O:7]1,61.864
[CH2:1]1[CH2:2][O:3][C@@H:4]2[CH2:5][C@@H:6]2[O:7]1>>[CH-:1]1[CH2:2][O:3][C@@H:4]2[CH2:5][C:6]2=[O+:7]1.[H:8][H:9],86.57713000000003
[CH2:1]1[C@H:2]2[C@@H:3]1[O:4][CH2:5][CH2:6][O:7]2>>[CH2:1]=[CH:2][CH2:3][O:4][CH2:5][CH:6]=[O:7],67.93384
[CH2:1]1[C@@H:2]2[O:3][CH2:4][CH2:5][O:6][C@H:7]12>>[CH:1]1=[CH:2][O:3][CH2:4][CH2:5][O:6][CH2:7]1,66.30301
[C@@H:1]12[O:2][CH2:3][CH2:4][O:5][C@@H:6]1[CH2:7]2>>[C-:1]1=[O+:2][CH2:3][CH2:4][O:5][CH2:6][CH2:7]1,59.54328
[CH2:1]1[CH2:2][O:7][C@@H:6]2[CH2:3][C@@H:4]2[O:5]1>>[CH:1]1=[CH:2][CH2:3]1.[CH2:4]=[O:5].[CH2:6]=[O:7],101.60332
[CH2:1]1[CH2:2][O:3][C@@H:4]2[CH2:5][C@@H:6]2[O:7]1>>[CH2:1]=[CH:2][O:3][C@@H:4]1[CH2:5][C@@H:6]1[OH:7],74.90964
[CH2:1]1[C@H:5]2[O:4][CH2:2][CH2:3][O:7][C@@H:6]12>>[CH:1][CH2:2][CH:3]1[O:4][CH2:5][CH2:6][O:7]1,95.64884
[CH2:1]1[C@@H:2]2[O:3][CH2:4][CH2:5][O:7][C@H:6]12>>[CH2:1]=[CH2:2].[O:3]=[CH:4][CH2:5][CH:6]=[O:7],49.34596
[CH2:1]1[CH2:2][O:3][C@@H:4]2[CH2:5][C@@H:6]2[O:7]1>>[CH:1]1=[CH:2][O:3][C@@H:4]2[CH2:5][C@@H:6]2[O:7]1.[H:8][H:9],98.01229
[CH2:1]1[CH2:5][O:6][C@@H:4]2[CH2:2][C@@H:3]2[O:7]1>>[CH2:1]1[CH2:2][C@@H:3]([C@@H:4]2[CH2:5][O:6]2)[O:7]1,103.37042
[CH2:1]1[O:2][C@@H:3]2[CH2:4][C@@H:5]2[O:6][CH2:7]1>>[C-:1]1=[O+:2][C@@H:3]2[CH2:4][C@@H:5]2[O:6][CH2:7]1.[H:8][H:9],83.94534
[CH2:1]1[CH2:2][O:3][C@@H:4]2[CH2:5][C@@H:6]2[O:7]1>>[CH:1][CH2:2][O:3][C@@H:4]1[CH2:5][C@@H:6]1[OH:7],88.12389
[CH2:1]1[O:2][C@H:3]2[CH2:4][C@H:5]2[O:7][CH2:6]1>>[CH2-:1][O+:2]=[CH:3][CH2:4][C@H:5]1[CH2:6][O:7]1,99.07961
[CH2:1]1[C@@H:2]2[C@H:3]1[O:4][CH2:5][CH2:6][O:7]2>>[CH3:1][C@H:2]1[C-:3]=[O+:4][CH2:5][CH2:6][O:7]1,55.69941
[O:1]1[CH2:2][CH2:3][O:4][C@@H:5]2[CH2:6][C@H:7]12>>[OH:1][CH2:2][CH2:3][O:4][CH:5]1[CH:6]=[CH:7]1,71.32656999999998
[CH3:1][C:2](=[O:3])[C:5]1([OH:4])[CH2:6][CH2:7]1>>[CH3:1][C@@:2]1([OH:3])[O:4][C:5]12[CH2:6][CH2:7]2,54.20335
[CH2:1]1[C:2]([OH:3])([C:6]([CH3:5])=[O:7])[CH2:4]1>>[CH3:1][C@@:2]1([OH:3])[CH2:4][CH2:5][C:6]1=[O:7],29.83987
[CH3:1][C:2]([C:3]1([OH:4])[CH2:5][CH2:6]1)=[O:7]>>[CH3:1][C:2]1=[C:3]([OH:4])[CH2:5][CH2:6][O:7]1,53.8702
[CH3:1][C:2](=[O:3])[C:4]1([OH:5])[CH2:6][CH2:7]1>>[CH2:1]=[C:2]([OH:3])[C:4]1([OH:5])[CH2:6][CH2:7]1,65.61505
[CH3:1][C:2](=[O:3])[C:4]1([OH:7])[CH2:5][CH2:6]1>>[CH3:1][C:2](=[O:3])[C:4]1=[CH:5][CH2:6]1.[OH2:7],75.57131
[CH3:1][C:2](=[O:3])[C:4]1([OH:5])[CH2:6][CH2:7]1>>[CH3:1][C-:2]=[O+:3][C:4]1([OH:5])[CH2:6][CH2:7]1,114.19061
[CH3:1][C:2](=[O:3])[C:4]1([OH:7])[CH2:5][CH2:6]1>>[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][C:6][OH:7],49.43616
[CH3:1][C:2](=[O:3])[C:5]1([OH:4])[CH2:6][CH2:7]1>>[CH3:1][CH:2]=[O:3].[OH:4][C:5]1=[CH:6][CH2:7]1,99.06515
[CH3:1][C:2](=[O:3])[C:5]1([OH:4])[CH2:6][CH2:7]1>>[CH2:1]=[C:2]=[O:3].[OH:4][CH:5]1[CH2:6][CH2:7]1,84.15165
[CH3:1][C:2]([C:4]1([OH:5])[CH2:3][CH2:6]1)=[O:7]>>[CH3:1][C@:2]12[CH2:3][C@@:4]1([OH:5])[CH2:6][O:7]2,88.70281
[CH3:1][C:4]1([CH3:5])[C@@H:3]([CH3:2])[N:6]1[CH3:7]>>[CH3:1][CH2:2][C@H:3]1[C@@H:4]([CH3:5])[N:6]1[CH3:7],139.14966
[CH3:1][C@H:2]1[N:3]([CH3:4])[C:5]1([CH3:6])[CH3:7]>>[CH3:1][C-:2]1[NH+:3]([CH3:4])[C:5]1([CH3:6])[CH3:7],72.45044
[CH3:1][C@@H:2]1[C:3]([CH3:4])([CH3:7])[N:5]1[CH3:6]>>[CH3:1][C-:2]1[C@@H:3]([CH3:4])[N+:5]1([CH3:6])[CH3:7],102.25047
[CH3:1][C@@H:2]1[C:4]([CH3:3])([CH3:5])[N:6]1[CH3:7]>>[CH3:1][CH2:2][CH2:3]/[C:4]([CH3:5])=[N:6]/[CH3:7],88.60424
[CH3:1][N:2]1[C@H:3]([CH3:4])[C:5]1([CH3:6])[CH3:7]>>[CH2:1]=[N:2][C@H:3]([CH3:4])[CH:5]([CH3:6])[CH3:7],73.49415
[CH3:1][C@H:2]1[N:3]([CH3:4])[C:6]1([CH3:5])[CH3:7]>>[CH3:1]/[CH:2]=[N:3]/[CH3:4].[CH2:5]=[CH:6][CH3:7],81.27287
[CH3:1][C@H:7]1[N:3]([CH3:2])[C:4]1([CH3:5])[CH3:6]>>[CH3:1]/[CH:2]=[N:3]\[C:4]([CH3:5])([CH3:6])[CH3:7],88.62409
[CH3:1][C:3]1([CH3:2])[C@@H:4]([CH3:5])[N:6]1[CH3:7]>>[CH4:1].[CH2:2]=[C:3]1[C@@H:4]([CH3:5])[N:6]1[CH3:7],117.51689
[CH3:1][N:2]1[C@H:3]([CH3:4])[C:5]1([CH3:6])[CH3:7]>>[CH2-:1][N+:2]1=[C:3]([CH3:4])[C:5]1([CH3:6])[CH3:7].[H:8][H:9],80.35434000000002
[CH3:1][C@H:2]1[N:3]([CH3:4])[C:5]1([CH3:6])[CH3:7]>>[CH3:1][CH-:2][N+:3]([CH3:4])=[C:5]([CH3:6])[CH3:7],44.06843
[CH3:1][C:4]1([CH3:5])[N:3]([CH3:2])[C@@H:6]1[CH3:7]>>[CH4:1].[CH2-:2][N+:3]1=[C:4]([CH3:5])[C@H:6]1[CH3:7],91.82662
[CH3:1][C:2]1([CH3:3])[C@@H:4]([CH3:6])[N:5]1[CH3:7]>>[CH3:1][C:2]1([CH3:3])[CH-:4][N+:5]1([CH3:6])[CH3:7],103.88642
[CH3:1][C@H:2]1[N:4]([CH3:3])[C:5]1([CH3:6])[CH3:7]>>[CH3:1][C:2]([CH3:3])=[N:4][CH:5]([CH3:6])[CH3:7],87.08610999999998
[nH:2]1[c:3]([CH3:4])[cH:5][o:6][c:7]1=[O:8]>>[H:1]/[N:2]=[C:3](\[CH3:4])[C@@H:5]1[O:6][C:7]1=[O:8],79.51552
[CH3:1][c:2]1[cH:3][o:4][c:6](=[O:7])[nH:5]1>>[CH3:1]/[C:2]([CH:3]=[O:4])=[N:5]/[CH:6]=[O:7],74.93796
[CH3:1][c:2]1[cH:3][o:4][c:5](=[O:6])[nH:7]1>>[CH3:1][C@H:2]1[C-:3]=[O+:4][C:5](=[O:6])[NH:7]1,60.41573
[CH3:1][c:2]1[cH:3][o:4][c:5](=[O:6])[nH:7]1>>[CH3:1][c:2]1[c-:3][o+:4][c:5]([OH:6])[nH:7]1,142.44726
[CH3:1][c:2]1[cH:3][o:4][c:5](=[O:6])[nH:7]1>>[CH3:1][c:2]1[cH:3][o:4][c:5]([OH:6])[n:7]1,52.91311
[CH3:1][c:2]1[cH:3][o:7][c:5](=[O:6])[nH:4]1>>[CH3:1][C@@H:2]1[C-:3]=[NH+:4][C:5](=[O:6])[O:7]1,68.59042
[CH3:1][c:2]1[cH:3][o:4][c:5](=[O:6])[nH:7]1>>[CH2:1]=[C:2]1[CH2:3][O:4][C:5](=[O:6])[NH:7]1,84.94452
[CH3:1][c:2]1[cH:3][o:4][c:6](=[O:7])[nH:5]1>>[CH3:1][C@H:2]([CH:3]=[O:4])[N:5]=[C:6]=[O:7],66.43375
[c:1]1(=[O:2])[nH:4][c:5]([CH3:6])[cH:7][o:8]1>>[C-:1]#[O+:2].[H:3]/[N:4]=[C:5](\[CH3:6])[CH:7]=[O:8],62.06067
[CH3:1][c:2]1[nH:3][c:4](=[O:5])[o:6][cH:7]1>>[CH3:1][C:2]1=[N:3][C:4](=[O:5])[O:6][CH2:7]1,66.49091999999999
[CH3:1][c:2]1[cH:3][o:4][c:6](=[O:7])[nH:5]1>>[CH3:1][C@:2]1([CH:3]=[O:4])[NH:5][C:6]1=[O:7],63.4668
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[CH2:3][C-:4]=[CH:5][C+:6]1[OH:7],66.68735
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[CH:3]=[C-:4][CH2:5][C+:6]1[OH:7],77.82374
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH2-:1][N+:2]1=[CH:3][CH:4]=[CH:5][C@@H:6]1[OH:7],99.2734
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[CH:3]=[C:4]=[CH:5][C@@H:6]1[OH:7],93.6963
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[CH:3]=[CH:4][CH2:5][C:6]1=[O:7],58.72596
[CH3:1][n:7]1[cH:2][cH:3][cH:4][c:5]1[OH:6]>>[CH3:1][C@@H:2]1[CH:3]=[CH:4][C:5]([OH:6])=[N:7]1,58.57093
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[CH+:3][CH:4]=[C-:5][C@@H:6]1[OH:7],69.98439
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH2:1]=[N+:2]1[CH:3]=[CH:4][CH:5]=[C:6]1[O-:7].[H:8][H:9],71.03922
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[CH+:3][CH2:4][C-:5]=[C:6]1[OH:7],73.6851
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[CH2:3][CH:4]=[C:5]=[C:6]1[OH:7],73.73688
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][NH+:2]1[CH:3]=[CH:4][CH:5]=[C:6]1[O-:7],60.13926
[cH:1]1[cH:2][cH:3][c:4]([OH:5])[n:6]1[CH3:7]>>[CH2:1]=[C:2]=[CH:3]/[C:4]([OH:5])=[N:6]/[CH3:7],95.93297
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH2-:1][NH+:2]1[CH:3]=[CH:4][CH:5]=[C:6]1[OH:7],94.18674
[CH3:1][n:7]1[c:2]([OH:3])[cH:4][cH:5][cH:6]1>>[CH3:1][C@@:2]1([OH:3])[CH:4]=[CH:5][CH:6]=[N:7]1,55.77299
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][N:2]1[C@@H:3]2[CH:4]=[CH:5][C@:6]12[OH:7],94.63004
[CH3:1][n:2]1[cH:3][cH:4][cH:5][c:6]1[OH:7]>>[CH3:1][NH+:2]1[C-:3]=[CH:4][CH:5]=[C:6]1[OH:7],84.55293
[CH3:1][CH2:2][O:4][CH2:5][CH2:6][O:7][CH3:3]>>[CH3:1][CH2:2][CH2:3][O:4][CH2:5][CH2:6][OH:7],95.99599
[CH2:1]([CH3:2])[O:7][CH2:6][CH2:5][O:4][CH3:3]>>[CH2:1]=[CH2:2].[CH3:3][O:4][CH2:5][CH:6]=[O:7].[H:8][H:9],73.76505
[CH3:1][CH2:2][O:3][CH2:4][CH2:5][O:6][CH3:7]>>[CH4:1].[CH2-:2][O+:3]=[CH:4][CH2:5][O:6][CH3:7],92.85034
[CH3:1][CH2:5][O:4][CH2:2][CH2:3][O:7][CH3:6]>>[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1.[CH3:6][OH:7],94.40455
[CH2:1]([O:2][CH3:3])[CH2:4][O:5][CH2:6][CH3:7]>>[CH3:1][O:2][CH3:3].[CH2-:4][O+:5]=[CH:6][CH3:7],92.76863
[CH2:1]([CH2:4][O:3][CH3:2])[O:7][CH2:6][CH3:5]>>[CH2:1]1[CH2:2][O:3][CH2:4]1.[CH3:5][CH2:6][OH:7],96.28158
[CH2:1]([CH3:2])[O:7][CH2:6][CH2:5][O:4][CH3:3]>>[CH2:1]=[CH2:2].[CH3:3][O:4][CH2:5][CH2:6][OH:7],66.65548000000001
[n:1]1[c:2](=[O:7])[cH:3][cH:4][nH:5][cH:6]1>>[N:1]#[C:2][CH:3]=[CH:4][NH:5][CH:6]=[O:7],101.41563
[cH:1]1[n:2][c:3](=[O:7])[cH:4][cH:5][nH:6]1>>[CH:1]1=[N:2][C:3]2=[CH:4][C@@H:5]([NH:6]1)[O:7]2,112.98762
[cH:1]1[nH:2][cH:3][n:4][c:6](=[O:7])[cH:5]1>>[C-:1]#[N+:2][CH+:3][NH:4][CH-:5][CH:6]=[O:7],93.40686
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[c:2]1[cH:3][cH:4][n:5][cH:6][nH:7]1,72.51628000000002
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[C:2]1[CH:3]=[CH:4][N:5]=[C:6]=[N:7]1.[H:8][H:9],81.91014
[cH:1]1[n:2][c:7](=[O:8])[cH:6][cH:5][nH:4]1>>[CH:1]#[N:2].[H:3]/[N:4]=[CH:5]/[CH:6]=[C:7]=[O:8],57.54134000000001
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[c:2]1[cH:3][cH:4][nH+:5][c-:6][nH:7]1,71.44214000000002
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[OH:1][c:2]1[cH:3][cH:4][n:5][cH:6][n:7]1,94.22378
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[C:2]1[CH2:3][C-:4]=[NH+:5][CH:6]=[N:7]1,68.31674
[cH:1]1[cH:2][c:6](=[O:7])[n:5][cH:4][nH:3]1>>[CH:1]#[CH:2].[NH:3]=[CH:4][N:5]=[C:6]=[O:7],78.37455
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[C:2]1[CH2:3][CH:4]=[N:5][CH:6]=[N:7]1,71.99233000000002
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[OH:1][C:2]1=[C:3]=[CH:4][NH:5][CH:6]=[N:7]1,59.66889000000001
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[C:2]=[CH:3][C@@H:4]1[N:5]=[CH:6][NH:7]1,94.93014
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[c:2]1[c:3]#[c:4][nH:5][cH:6][n:7]1.[H:8][H:9],106.25502
[O:1]=[c:2]1[n:3][cH:4][nH:7][cH:6][cH:5]1>>[O:1]=[C:2]=[N:3][C@@H:4]1[CH:5]=[CH:6][NH:7]1,85.3709
[c:1]1(=[O:7])[cH:2][cH:6][nH:5][cH:4][n:3]1>>[C-:1]1=[CH:2][NH:3][CH:4]=[N:5][CH:6]=[O+:7]1,104.49525
[cH:1]1[n:2][c:3](=[O:4])[cH:5][cH:6][nH:7]1>>[CH:1]1=[N:2][C@@:3]23[O:4][C@@H:5]2[C@H:6]3[NH:7]1,96.48159
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[C:2]1[CH:3]=[CH:4][NH+:5]2[CH-:6][N:7]12,118.94469
[O:1]=[c:2]1[cH:3][cH:4][nH:5][cH:6][n:7]1>>[O:1]=[C:2]1[CH:3]=[C:4]=[N:5][CH:6]=[N:7]1.[H:8][H:9],90.83689
[OH:1][CH2:2][C:3]#[C:4][C@H:5]1[CH2:6][NH:7]1>>[OH:1]/[CH:2]=[CH:3]\[C:4][C@H:5]1[CH2:6][NH:7]1,67.39457
[CH2:1]([C:2]#[C:3][C@@H:4]1[NH:5][CH2:6]1)[OH:7]>>[CH2:1]=[C:2]=[C:3]1[C@H:4]2[NH:5][C@@H:6]12.[OH2:7],87.85495
[CH2:1]([C:2]#[C:3][C@H:4]1[CH2:5][NH:6]1)[OH:7]>>[CH2:1]=[C:2]=[C:3]1[C@H:4]2[CH2:5][N:6]12.[OH2:7],69.14491
[CH2:1]1[NH:2][C@H:3]1[C:4]#[C:5][CH2:6][OH:7]>>[CH3:1]/[N:2]=[CH:3]/[C:4]#[C:5][CH2:6][OH:7],65.21766
[CH2:1]([C:2]#[C:3][C@H:5]1[CH2:6][NH:7]1)[OH:4]>>[CH2:1]=[C:2]=[C:3]([OH:4])[C@H:5]1[CH2:6][NH:7]1,66.67928
[CH2:1]([C:2]#[C:3][C@H:4]1[CH2:5][NH:6]1)[OH:7]>>[CH2:1]=[C:2]=[C-:3][C@H:4]1[CH+:5][NH:6]1.[OH2:7],102.12822
[OH:1][CH2:2][C:3]#[C:4][C@H:5]1[CH2:6][NH:7]1>>[OH:1][CH2:2][CH:3]=[C:4]=[C:5]1[CH2:6][NH:7]1,88.31918
[OH:1][CH2:2][C:3]#[C:4][C@H:5]1[CH2:6][NH:7]1>>[OH:1][CH2:2][C-:3]=[CH:4][C+:5]1[CH2:6][NH:7]1,81.48
[CH2:1]1[NH:2][C@H:3]1[C:4]#[C:5][CH2:6][OH:7]>>[CH:1][NH:2][CH2:3][C:4]#[C:5][CH2:6][OH:7],77.25872
[C:1](#[C:2][CH2:3][OH:4])[C@H:5]1[CH2:6][NH:7]1>>[C:1]=[C:2]([CH2:3][OH:4])[C@H:5]1[CH2:6][NH:7]1,55.76225
[C:1]([C@H:2]1[CH2:3][NH:4]1)#[C:5][CH2:6][OH:7]>>[C:1](=[C:2]1[CH2:3][NH:4]1)=[C:5]1[CH2:6][O:7]1.[H:8][H:9],103.57277
[OH:1][CH2:2][C:3]#[C:4][C@H:5]1[CH2:6][NH:7]1>>[OH:1][CH:2]=[C:3]=[CH:4][C@H:5]1[CH2:6][NH:7]1,72.20121
[OH:1][CH2:2][C:3]#[C:4][C@H:5]1[CH2:6][NH:7]1>>[OH:1][CH2:2][CH:3]=[C-:4][C@H:5]1[CH+:6][NH:7]1,116.57243
[OH:1][CH2:2][C:3]#[C:4][C@H:5]1[CH2:6][NH:7]1>>[OH:1][CH:2]=[C:3]=[C:4]1[C@H:5]2[CH2:6][N:7]12.[H:8][H:9],88.61612
[CH3:1][C:2]#[C:3][CH2:4][C@H:5]1[CH2:6][O:7]1>>[CH3:1][C:2]#[C:3]/[CH:4]=[CH:5]/[CH2:6][OH:7],55.6351
[CH3:1][C:2]#[C:3][CH2:4][C@@H:5]1[O:6][CH2:7]1>>[CH3:1][C:2]1=[CH:3][CH2:4][C@@H:5]2[O:6][C@H:7]12,108.03095
[CH2:1]([C:2]#[C:3][CH3:4])[C@H:6]1[CH2:5][O:7]1>>[CH2:1]=[C:2]=[C:3]([CH3:4])[CH2:5][CH:6]=[O:7],53.56732
[CH3:1][C:2]#[C:3][CH2:4][C@H:5]1[CH2:6][O:7]1>>[CH3:1][C:2]/[CH:3]=[CH:4]/[C@H:5]1[CH2:6][O:7]1,76.36905
[CH2:1]1[O:2][C@H:3]1[CH2:4][C:5]#[C:6][CH3:7]>>[CH-:1]=[O+:2][CH2:3][CH2:4][C:5]#[C:6][CH3:7],75.04867
[CH3:1][C:2]#[C:3][CH2:4][C@@H:5]1[O:6][CH2:7]1>>[CH3:1][C:2]1=[C-:3][CH2:4][CH:5]=[O+:6][CH2:7]1,88.35449
[CH3:1][C:2]#[C:3][CH2:4][C@H:5]1[CH2:6][O:7]1>>[CH2+:1][CH:2]=[C-:3][CH2:4][C@H:5]1[CH2:6][O:7]1,79.47541
[CH2:1]([C:2]#[C:3][CH3:4])[C@@H:5]1[O:6][CH2:7]1>>[CH2:1]=[C:2]=[CH:3][CH3:4].[C-:5]1=[O+:6][CH2:7]1,77.91641
[CH3:1][C:2]#[C:3][CH2:4][C@H:5]1[CH2:6][O:7]1>>[CH2:1]=[C:2]=[CH:3][CH2:4][C@H:5]1[CH2:6][O:7]1,82.6257
[CH3:1][C:2]#[C:3][CH2:4][C@H:5]1[CH2:6][O:7]1>>[CH3:1][C:2]#[C:3][CH2:4][C:5][CH2:6][OH:7],68.2212
[CH2:1]([C:2]#[C:3][CH3:5])[C@H:4]1[CH2:6][O:7]1>>[CH2:1]=[C:2]=[C:3]=[CH2:4].[CH3:5][CH:6]=[O:7],82.52541
[CH2:1]1[O:2][C@H:3]1[CH2:4][C:5]#[C:6][CH3:7]>>[CH2-:1][O+:2]=[CH:3][CH2:4][C:5]#[C:6][CH3:7],56.24146
[C:1](#[C:2][CH3:3])[CH2:4][C@H:5]1[CH2:6][O:7]1>>[C:1]=[C:2]([CH3:3])[CH2:4][C@H:5]1[CH2:6][O:7]1,56.9135
[CH3:1][C:2]#[C:3][CH2:4][C@H:5]1[CH2:6][O:7]1>>[CH2+:1][C:2](=[C-:3][CH3:4])[C@H:5]1[CH2:6][O:7]1,88.94549
[H]/[N:4]=[C:3](/[C:2]#[N:1])[O:7][CH:5]=[O:6]>>[NH:1]=[C:2]=[C:3]=[N:4][CH:5]1[O:6][O:7]1,134.26337
[H]/[N:3]=[C:4](/[C:1]#[N:2])[O:5][CH:6]=[O:7]>>[C-:1]#[N+:2][NH:3][C-:4]=[O+:5][CH:6]=[O:7],110.22526
[H]/[N:3]=[C:4](/[C:2]#[N:1])[O:5][CH:6]=[O:7]>>[NH:1]=[c:2]1[n:3][c:4]1[O:5][CH:6]=[O:7],56.36208000000001
[H]/[N:4]=[C:3](/[C:2]#[N:1])[O:5][CH:6]=[O:7]>>[NH:1]=[C:2]=[C:3]=[N:4][O:5][CH:6]=[O:7],78.70078000000002
[H]/[N:1]=[C:2](\[O:3][CH:6]=[O:7])[C:4]#[N:5]>>[NH:1]=[C:2]=[O:3].[C-:4]#[N+:5][CH:6]=[O:7],52.79493000000001
[H:1]/[N:2]=[C:3](/[C:4]#[N:5])[O:6][CH:7]=[O:8]>>[H:1]/[N:2]=[C:3](/[C:4]#[N:5])[O+:6]=[C-:7][OH:8],76.76847
[H]/[N:4]=[C:3](/[C:1]#[N:2])[O:5][CH:6]=[O:7]>>[C-:1]#[N+:2][C:3](=[NH:4])[O:5][CH:6]=[O:7],51.43323
[H]/[N:1]=[C:2](\[O:3][CH:6]=[O:7])[C:4]#[N:5]>>[NH:1]=[C:2]([O-:3])[C:4]#[N+:5][CH:6]=[O:7],52.76629000000001
[H]/[N:3]=[C:4](/[C:2]#[N:1])[O:5][CH:6]=[O:7]>>[N:1]#[C:2][NH:3][C-:4]=[O+:5][CH:6]=[O:7],76.16516
[CH3:1][O:2][CH:3]1[CH2:4][N:5]([CH3:6])[CH2:7]1>>[CH3:1][O:2][C-:3]1[CH2:4][NH+:5]([CH3:6])[CH2:7]1,74.6261
[CH3:1][N:2]1[CH2:3][CH:4]([O:5][CH3:6])[CH2:7]1>>[CH2-:1][N+:2]1=[CH:3][C@H:4]([O:5][CH3:6])[CH2:7]1.[H:8][H:9],67.80259000000001
[CH3:1][O:2][CH:3]1[CH2:4][N:5]([CH3:7])[CH2:6]1>>[CH3:1][O+:2]=[C-:3][CH2:4][N:5]([CH3:6])[CH3:7],65.44251
[CH2:1]1[CH:2]([O:3][CH3:4])[CH2:5][N:6]1[CH3:7]>>[CH2:1]=[CH:2][O:3][CH3:4].[CH2:5]=[N:6][CH3:7],83.77492
[CH3:1][N:2]1[CH2:3][CH:4]([O:5][CH3:6])[CH2:7]1>>[CH2-:1][NH+:2]1[CH2:3][CH:4]([O:5][CH3:6])[CH2:7]1,79.97359
[CH3:1][O:2][CH:3]1[CH2:4][N:5]([CH3:6])[CH2:7]1>>[CH3:1][O:2][CH:3]1[CH:4]=[N+:5]([CH3:6])[CH-:7]1.[H:8][H:9],74.11746
[CH3:1][O:2][CH:3]1[CH2:4][N:5]([CH3:6])[CH2:7]1>>[CH2-:1][O+:2]=[C:3]1[CH2:4][N:5]([CH3:6])[CH2:7]1.[H:8][H:9],80.77351999999998
[CH3:1][O:2][CH:3]1[CH2:4][N:5]([CH3:7])[CH2:6]1>>[CH2-:1][O+:2]=[CH:3][CH2:4][N:5]([CH3:6])[CH3:7],81.17900999999998
[c:1]1([CH3:6])[n:2][o:5][c:3](=[O:4])[o:7]1>>[CH3:1][N:2]=[C:3]=[O:4].[O:5]=[C:6]=[O:7],40.27799
[CH3:1][c:2]1[o:3][c:6](=[O:7])[o:5][n:4]1>>[CH3:1][C:2](=[O:3])[N:4]=[O:5].[C-:6]#[O+:7],73.8145
[CH3:1][c:2]1[n:3][o:4][c:6](=[O:5])[o:7]1>>[CH3:1][C:2]#[N+:3][O-:4].[O:5]=[C:6]=[O:7],46.86683
[CH3:1][C@@H:6]([CH:2]=[O:7])[C:3](=[O:4])[NH2:5]>>[CH3:1][CH:2]=[C:3]=[O:4].[NH3:5].[C-:6]#[O+:7],55.39553000000001
[CH:1](=[O:2])[C@H:3]([CH3:4])[C:5]([NH2:6])=[O:7]>>[CH-:1]=[O+:2][C@H:3]([CH3:4])[C:5]([NH2:6])=[O:7],111.40037
[CH3:1][C@H:2]([C:3]([NH2:4])=[O:5])[CH:6]=[O:7]>>[CH3:1]/[CH:2]=[C:3](/[NH2:4])[O:5][CH:6]=[O:7],49.14349
[NH2:1][C:2](=[O:3])[C@@H:5]([CH3:4])[CH:6]=[O:7]>>[NH2:1][C@:2]1([OH:3])[CH2:4][C@H:5]1[CH:6]=[O:7],80.84742
[NH2:1][C:2](=[O:3])[C@@H:4]([CH3:5])[CH:6]=[O:7]>>[NH2:1][C:2](=[O:3])[C@H:4]1[CH2:5][C@H:6]1[OH:7],78.53959
